id,area_px,bbox,predicted_iou,stability_score,label
65,99141,"[1146, 506, 453, 391]",1.0005149841308594,0.9844184517860413,
66,134886,"[47, 678, 1286, 218]",1.000022292137146,0.9677546620368958,
67,20877,"[0, 0, 93, 269]",0.9943127632141113,0.9857600331306458,
68,39279,"[0, 264, 167, 416]",0.9921663999557495,0.9777180552482605,
69,61676,"[472, 0, 301, 436]",0.9912469387054443,0.9519027471542358,
70,46344,"[1294, 303, 305, 401]",0.986670970916748,0.9607880711555481,
71,59460,"[506, 0, 444, 256]",0.9861608743667603,0.952235221862793,
72,13243,"[513, 328, 116, 203]",0.9826516509056091,0.9815173745155334,
73,94974,"[0, 264, 329, 625]",0.9819954633712769,0.968726634979248,
74,23327,"[1029, 0, 134, 199]",0.981641948223114,0.9687367677688599,
75,21579,"[858, 316, 342, 311]",0.9709831476211548,0.9722108840942383,
76,27955,"[1254, 0, 198, 243]",0.9709010124206543,0.9593349099159241,
77,19653,"[295, 266, 185, 201]",0.9708356857299805,0.9685952663421631,
78,23439,"[743, 289, 190, 303]",0.9680973291397095,0.9503845572471619,
79,12843,"[487, 292, 141, 304]",0.9647649526596069,0.9571080207824707,
80,18370,"[311, 337, 161, 329]",0.9639393091201782,0.9660553336143494,
81,2277,"[998, 679, 54, 44]",0.9623765349388123,0.976384699344635,
82,48404,"[416, 292, 328, 356]",0.9596272706985474,0.9648412466049194,
83,181,"[1439, 127, 14, 14]",0.9540871381759644,0.9890710115432739,
84,18612,"[1081, 462, 187, 176]",0.9528269171714783,0.9726164937019348,
85,3954,"[512, 601, 65, 75]",0.9518841505050659,0.9553884863853455,
86,5612,"[1224, 830, 185, 69]",0.9414353370666504,0.9695484638214111,
87,141,"[842, 76, 11, 13]",0.9360049962997437,0.9929078221321106,
88,204,"[641, 528, 12, 17]",0.90789395570755,0.9758453965187073,
