id,area_px,bbox,predicted_iou,stability_score,label
1,38983,"[1404, 561, 223, 214]",1.0056625604629517,0.9818496108055115,
2,6452,"[1238, 689, 165, 60]",0.9758602380752563,0.9803409576416016,
3,1156,"[1690, 646, 73, 20]",0.9374293684959412,0.9710391759872437,
4,41826,"[445, 626, 231, 225]",1.010604977607727,0.9798111319541931,
5,13958,"[499, 676, 131, 134]",1.0073615312576294,0.9914426207542419,
6,33061,"[0, 736, 431, 103]",0.9699015617370605,0.9811151027679443,
7,19824,"[1728, 71, 71, 303]",1.004062294960022,0.9884433746337891,
8,1794,"[1728, 45, 71, 24]",0.9902687668800354,0.9972191452980042,
9,3412,"[748, 0, 57, 62]",0.9850038886070251,0.9845975041389465,
10,29626,"[953, 311, 293, 130]",0.9629702568054199,0.9773856997489929,
11,5116,"[1725, 0, 74, 69]",0.9585727453231812,0.9947398900985718,
12,2111,"[1719, 749, 80, 30]",0.9323173761367798,0.9760788083076477,
13,5677,"[1311, 108, 67, 99]",0.9159602522850037,0.9657024145126343,
14,449,"[1718, 749, 81, 10]",0.9106674194335938,0.9714285731315613,
15,51272,"[219, 0, 175, 301]",1.0076442956924438,0.9904338717460632,
16,23667,"[658, 303, 200, 132]",0.99464350938797,0.9831531047821045,
17,4889,"[162, 523, 59, 108]",0.9901057481765747,0.9843496084213257,
18,21890,"[425, 319, 198, 123]",0.9898833632469177,0.9724373817443848,
19,19535,"[239, 332, 192, 121]",0.9842952489852905,0.9747827053070068,
20,27045,"[0, 360, 168, 197]",0.9812485575675964,0.9894794821739197,
21,45305,"[234, 318, 391, 139]",0.9800459146499634,0.9683067202568054,
22,10522,"[0, 300, 212, 61]",0.9746462106704712,0.9792175889015198,
23,5068,"[0, 331, 183, 31]",0.9743484854698181,0.9656643867492676,
24,20909,"[394, 0, 353, 61]",0.9512922167778015,0.9639956951141357,
25,8697,"[3, 0, 207, 42]",1.0061917304992676,0.9900446534156799,
26,13183,"[1460, 607, 125, 131]",1.0023219585418701,0.9896634817123413,
27,2198,"[981, 470, 88, 33]",0.972318708896637,0.9824324250221252,
28,4195,"[27, 90, 35, 147]",0.9723116755485535,0.9792697429656982,
29,4191,"[0, 557, 129, 33]",0.9717889428138733,0.9822736978530884,
30,1466,"[163, 561, 38, 41]",0.9651933908462524,0.9878048896789551,
31,3512,"[1711, 563, 88, 43]",0.9616732001304626,0.9779598712921143,
32,2935,"[1740, 374, 59, 56]",0.959436297416687,0.9754291772842407,
33,52970,"[651, 468, 288, 236]",0.9581761956214905,0.964853823184967,
34,17273,"[0, 557, 149, 132]",0.9573352932929993,0.976189136505127,
35,2570,"[704, 710, 80, 43]",0.9533441662788391,0.9773251414299011,
36,6433,"[1622, 670, 177, 51]",0.9503879547119141,0.9721158146858215,
37,2407,"[135, 359, 61, 112]",0.9431915879249573,0.9672667980194092,
38,6406,"[82, 679, 162, 63]",0.943122386932373,0.9747147560119629,
39,7732,"[1631, 600, 168, 84]",0.9357221126556396,0.9607247114181519,
40,14275,"[1624, 601, 175, 120]",0.9238801002502441,0.983385443687439,
41,809,"[1048, 709, 59, 20]",0.9003148078918457,0.9623786211013794,
42,192,"[62, 843, 30, 7]",0.9174885153770447,0.9896907210350037,
43,114306,"[926, 295, 416, 372]",0.9986878633499146,0.9637935757637024,
44,17225,"[804, 0, 333, 59]",0.9305394291877747,0.9686925411224365,
45,633660,"[86, 281, 1624, 567]",1.0296255350112915,0.9818084239959717,
46,731485,"[0, 710, 1799, 486]",1.0158262252807617,0.9926567673683167,
47,320657,"[682, 0, 1114, 562]",0.9940434098243713,0.9811576008796692,
48,107515,"[393, 0, 645, 291]",0.9572089314460754,0.9657400250434875,
49,26001,"[1310, 410, 352, 208]",0.9436824321746826,0.9548517465591431,
50,113,"[168, 639, 12, 11]",0.9027710556983948,0.9652174115180969,
