id,area_px,bbox,predicted_iou,stability_score,label
1,58867,"[4281, 832, 191, 368]",0.9962537288665771,0.9745538234710693,
2,75021,"[1756, 2399, 183, 453]",0.9932324886322021,0.9796586036682129,
3,57037,"[3075, 1866, 179, 370]",0.9879382848739624,0.9773715734481812,
4,60632,"[988, 2316, 185, 392]",0.9863710403442383,0.9721716046333313,
5,67429,"[4340, 1851, 198, 400]",0.9841362237930298,0.9745609760284424,
6,49743,"[1961, 421, 385, 164]",0.983966588973999,0.9753995537757874,
7,42457,"[3334, 821, 154, 305]",0.9818198680877686,0.98837810754776,
8,61913,"[714, 821, 207, 375]",0.9804916381835938,0.9807009696960449,
9,46890,"[1688, 788, 162, 324]",0.9776266813278198,0.9795565605163574,
10,71211,"[3079, 2320, 184, 414]",0.9766050577163696,0.9803559184074402,
11,58408,"[3068, 417, 422, 179]",0.9703974723815918,0.9711134433746338,
12,99092,"[3495, 467, 793, 144]",0.9700909852981567,0.9652413725852966,
13,78822,"[4365, 2355, 234, 434]",0.9686934947967529,0.9741162061691284,
14,176631,"[144, 1156, 423, 2299]",0.9672089219093323,0.9703889489173889,
15,17900,"[3320, 427, 167, 113]",0.9614865183830261,0.9812334179878235,
16,15628,"[4305, 470, 132, 144]",0.9577622413635254,0.9787476062774658,
17,114218,"[4472, 407, 711, 186]",0.9544908404350281,0.973968505859375,
18,41305,"[1081, 460, 374, 161]",0.9541351795196533,0.9629911184310913,
19,72360,"[4819, 1834, 234, 427]",0.9487578868865967,0.9581608772277832,
20,19830,"[4332, 946, 123, 182]",0.9404705762863159,0.9647228121757507,
21,24358,"[1110, 462, 307, 114]",0.940007209777832,0.970059871673584,
22,42995,"[1583, 415, 241, 260]",0.937885046005249,0.9615928530693054,
23,20247,"[3029, 509, 175, 158]",0.9292447566986084,0.9681829214096069,
24,9589,"[4671, 818, 70, 438]",0.9291157722473145,0.9740607142448425,
25,11663,"[4338, 946, 112, 112]",0.9205136895179749,0.9730463027954102,
26,19246,"[4019, 1805, 94, 1046]",0.9199874997138977,0.9560534358024597,
27,6196,"[3060, 805, 17, 436]",0.9137356877326965,0.9752909541130066,
28,75818,"[3845, 2345, 201, 441]",0.9018652439117432,0.9641880989074707,
29,1144,"[2101, 1800, 33, 40]",0.9015697240829468,0.9783362150192261,
30,2393849,"[0, 0, 5183, 590]",1.0121169090270996,0.9616045951843262,
31,1281698,"[0, 421, 1141, 3029]",1.0015605688095093,0.9778880476951599,
32,10743683,"[245, 778, 4938, 2668]",0.9991518259048462,0.953016459941864,
33,198282,"[3471, 465, 999, 236]",0.9834312200546265,0.9720314741134644,
